trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,559.2065309998579,559.5010855099187,559.5244658999145,559.6610124098603,559.6653545999434,559.7062565098983,559.7119449998718,560.2145673098508,d,1,0.4910609000362456,491.0609000362456,559.7119449998718,560.2145673098508,560.2220740998164,561.5510072099511,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,561.5540501999203,561.8510328099597,562.0643070999067,562.224122209847,562.2276413999498,562.268237709906,562.2734193999786,563.464660109859,s,1,1.1776755000464618,1177.6755000464618,562.2734193999786,563.464660109859,563.4754919998813,564.9677829098888,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,564.9710746000055,565.267920909822,565.2923890999518,565.3076239099261,565.3084590998478,565.3445515098516,565.3450366000179,566.8750739098992,s,0,1.5221559999044985,1522.1559999044985,565.3450366000179,566.8750739098992,566.8827727998141,568.7595410099253,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,568.7653292999603,569.0595096099656,569.2776036998257,569.2949038100429,569.2950084998738,569.3306627100334,569.3303464998025,570.0293441099581,d,0,0.6886835999321193,688.6835999321193,569.3303464998025,570.0293441099581,570.0368813998066,571.5678746098653,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,571.571761299856,571.8679249099456,571.8844160998706,571.9001079098322,571.9002787999343,571.9363413098268,571.9382091998123,572.5730418098625,s,0,0.6248554000630975,624.8554000630975,571.9382091998123,572.5730418098625,572.5812708998565,573.9346467099618,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5.0,m,027_o_m_n_a.jpg,neutral,s,17,2,573.9375606998801,574.2345593100414,574.44293309981,574.6022138098721,574.6058635998052,574.6454322099686,574.6505785000045,575.1936782099307,s,1,0.5284635999705642,528.4635999705642,574.6505785000045,575.1936782099307,575.1989325999748,576.5263546098955,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,576.5294889998622,576.8263555098325,576.8419305998832,576.978254609881,576.982035699999,577.0232712099329,577.0283272999804,577.7535480099265,a,1,0.7107583000324667,710.7583000324667,577.0283272999804,577.7535480099265,577.7643138999119,579.6181787100155,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,579.622026699828,579.9180932099931,580.1559202999342,580.1733032098506,580.173429499846,580.2109924099874,580.2110470999032,580.9093584098388,s,1,0.6880748998373747,688.0748998373747,580.2110470999032,580.9093584098388,580.9178686998785,582.3431464099791,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,582.3459397000261,582.6431202098262,582.6650914999191,582.8032785099,582.8051328000147,582.8444845100399,582.8463760998566,583.5566149099265,a,1,0.7006230999249965,700.6230999249965,582.8463760998566,583.5566149099265,583.5628357999958,585.1766681099776,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,585.1799842999317,585.4765500099398,585.4992231999058,585.5142570099794,585.5152652999386,585.5528254098259,585.5529903999995,586.3939935098402,s,0,0.8261513998731971,826.1513998731971,585.5529903999995,586.3939935098402,586.3987435998861,587.868320809817,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,587.8725735999178,588.1682658099104,588.3894038000144,588.4066896100063,588.4085154999048,588.447529409919,588.4528641998768,589.3091355100274,d,0,0.8462086000945419,846.2086000945419,588.4528641998768,589.3091355100274,589.3199444999918,590.5100698099938,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6.0,m,033_o_m_s_a.jpg,sad,a,2,2,590.5145729999058,590.8100471099839,590.8338699999731,590.849202009989,590.850193799939,590.8862602099776,590.8863659999333,591.550954109896,s,0,0.6527347001247108,652.7347001247108,590.8863659999333,591.550954109896,591.5583979999647,593.060178809939,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,593.0656361000147,593.360146509856,593.3839267999865,593.5200439099223,593.5230510998517,593.5613592098467,593.5643125998322,594.2471305098385,d,1,0.6708558001555502,670.8558001555502,593.5643125998322,594.2471305098385,594.2565440000035,595.6601452100091,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2.0,m,008_y_m_s_a.jpg,sad,a,2,2,595.6643246000167,595.960160909826,596.1977804999333,596.2147214099765,596.2152821999043,596.253060809942,596.2531638999935,597.3369531099685,a,1,1.0699134001042694,1069.9134001042694,596.2531638999935,597.3369531099685,597.3443612998817,599.185294110002,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,599.1906421999447,599.4852046099492,599.6914289998822,599.707652209932,599.7083270999137,599.744625409972,599.7446325998753,600.9971658099909,d,0,1.2424237998202443,1242.4237998202443,599.7446325998753,600.9971658099909,601.004747999832,602.6852816100233,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_s_a.jpg,sad,a,2,2,602.6909379998688,602.98528200984,603.220872099977,603.2377458099742,603.2386417000089,603.273230409855,603.2728951999452,604.6336125099566,a,1,1.3464277000166476,1346.4277000166476,603.2728951999452,604.6336125099566,604.6429614999797,605.6937162099872,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,605.6999774000142,605.9937694099732,606.19684530003,606.2143469100353,606.2145888998639,606.2494904099964,606.2495722998865,607.0682134098839,s,1,0.8016832999419421,801.6832999419421,606.2495722998865,607.0682134098839,607.0769127998501,608.5688202098478,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,608.5745941000059,608.8687988099642,609.0615757999476,609.2201968099922,609.2249088999815,609.2658724099398,609.2709539998323,610.297707609972,s,1,1.0121562001295388,1012.1562001295388,609.2709539998323,610.297707609972,610.3026419000234,612.1271904098336,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_s_a.jpg,sad,a,2,2,612.1303786998615,612.4271816098131,612.6509241999593,612.6674595099408,612.6676282000262,612.7032770099119,612.7031882998999,613.5729971098714,a,1,0.8597860999871045,859.7860999871045,612.7031882998999,613.5729971098714,613.5796045998577,615.1356089100242,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,615.1398687998299,615.4356218098197,615.6455915998667,615.8039516100195,615.8086430998519,615.8492836099118,615.854562799912,616.5140165098943,s,1,0.6526069999672472,652.6069999672472,615.854562799912,616.5140165098943,616.52589239995,618.143998409994,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,618.1493110000156,618.4440186099615,618.4679606999271,618.4832678098697,618.4841179000214,618.5201345099136,618.5202314998023,619.9170493098442,d,0,1.3868737001903355,1386.8737001903355,618.5202314998023,619.9170493098442,619.9281194999348,621.8940499100369,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,621.8979756999761,622.1940273099113,622.4413260000292,622.4582176098135,622.4590356999543,622.4950505098328,622.4951402000152,623.1956589099951,s,1,0.6919108999427408,691.9108999427408,622.4951402000152,623.1956589099951,623.2011145998258,624.7441648099572,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,7.0,f,012_o_f_s_a.jpg,sad,a,17,2,624.748393899994,625.044110309938,625.0650978998747,625.1957281098236,625.1986000998877,625.237050309917,625.2402743999846,625.9267062099185,a,1,0.6748558999970555,674.8558999970555,625.2402743999846,625.9267062099185,625.9357031998225,627.7358832099941,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,12.0,f,040_y_f_n_a.jpg,neutral,s,2,2,627.7401736997999,628.0358010098804,628.2590456998441,628.2756447099615,628.2760719999205,628.3119889098685,628.3116863998584,629.1006343098358,s,1,0.7715139000210911,771.5139000210911,628.3116863998584,629.1006343098358,629.1120670998935,630.9358413099777,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,630.9398368999828,631.2358581099194,631.2588625999633,631.3957827099599,631.3989203998353,631.4370917099528,631.440486599924,631.94705690993,d,1,0.49087810004130006,490.87810004130006,631.440486599924,631.94705690993,631.9559202999808,633.6275392099284,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2.0,m,008_y_m_n_a.jpg,neutral,s,17,2,633.6304981999565,633.9276479099877,634.1741508999839,634.3325601098128,634.3373876998667,634.378263509972,634.3834048998542,634.8625593098346,s,1,0.4678010998759419,467.8010998759419,634.3834048998542,634.8625593098346,634.8742638998665,636.6442903100047,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,636.6483117998578,636.9442819099874,636.9685897999443,636.9834594099317,636.9845381998457,637.0205141100101,637.0210793998558,637.9164188098163,d,1,0.8860877000261098,886.0877000261098,637.0210793998558,637.9164188098163,637.9257010000292,639.7944203099702,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9.0,f,021_o_f_h_a.jpg,happy,d,17,2,639.7984678000212,640.0944614099805,640.3208538999315,640.4914128099568,640.4955140999518,640.5362610098906,640.5412140998524,641.5210362099111,d,1,0.9662500000558794,966.2500000558794,640.5412140998524,641.5210362099111,641.532074399991,642.5861861099489,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,642.5922566999216,642.8861367098522,642.911646099994,643.0461191098672,643.0476546999998,643.0873299100436,643.0902242998127,643.9430494100321,d,1,0.8409178999718279,840.9178999718279,643.0902242998127,643.9430494100321,643.9529790999368,645.894544609962,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,645.8997474999633,646.1945524098352,646.4348319999408,646.45125651001,646.4519773998763,646.4874187099282,646.4874179998878,647.5434972100426,s,1,1.0437795999459922,1043.7795999459922,646.4874179998878,647.5434972100426,647.5507622000296,649.2612862099428,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,649.2673289999366,649.561284909863,649.763129199855,649.7800632099621,649.7836009999737,649.8208857098595,649.8260422998574,650.8754485099577,s,1,1.0410677001345903,1041.0677001345903,649.8260422998574,650.8754485099577,650.8829698998015,652.5447409098502,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,652.5490535998251,652.8447647098452,652.8609938998707,652.9963304099161,652.998915999895,653.0375440098811,653.0402693999931,653.4516729099211,d,1,0.4031148999929428,403.1148999929428,653.0402693999931,653.4516729099211,653.4631185999606,654.6447356100194,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,5.0,m,027_o_m_s_a.jpg,sad,a,2,2,654.648554999847,654.9448273099493,654.9682419998571,654.983210310014,654.9836799998302,655.020822809916,655.0209528999403,656.0072271098849,d,0,0.9744017000775784,974.4017000775784,655.0209528999403,656.0072271098849,656.0181177998893,657.294800009951,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7.0,f,012_o_f_s_a.jpg,sad,a,17,2,657.2979214999359,657.5948252099566,657.6153378998861,657.7464343098924,657.7499596998096,657.7909121100325,657.7954167998396,658.3166198098567,a,1,0.5039616001304239,503.9616001304239,657.7954167998396,658.3166198098567,658.3270397000015,659.8447571100202,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2.0,m,008_y_m_h_a.jpg,happy,d,2,2,659.8454468999989,660.1448795098346,660.1695208000019,660.1853650099598,660.1872030999511,660.2234392100014,660.2237169998698,661.3802192098461,d,1,1.1396363000385463,1139.6363000385463,660.2237169998698,661.3802192098461,661.3891555999871,663.2448681098409,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,663.248907199828,663.5448804098647,663.5694057999644,663.5852981099393,663.5859224998858,663.6230251098983,663.6235479000024,664.4487502099015,s,0,0.811556400032714,811.556400032714,663.6235479000024,664.4487502099015,664.4560830998234,665.678303309856,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,665.683926000027,665.9784001099412,665.9988620998338,666.0143388099037,666.0146985999309,666.0499435098842,666.049544399837,666.8513727098704,s,0,0.7857588999904692,785.7588999904692,666.049544399837,666.8513727098704,666.8582083999645,668.1948927099817,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,668.1980200000107,668.4950971099548,668.5161627000198,668.6465317098424,668.6496643000282,668.687811609963,668.6909739000257,669.5540168098174,a,1,0.8482279002200812,848.2279002200812,668.6909739000257,669.5540168098174,669.562336999923,670.8867150099483,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,670.8899747999385,671.186692909943,671.4315229998901,671.4495263098739,671.4534795999061,671.494467409933,671.4996269999538,672.1941439098679,s,1,0.6876404001377523,687.6404001377523,671.4996269999538,672.1941439098679,672.2038042999338,674.0951307098381,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,674.0990854999982,674.3951168098953,674.5878863998223,674.7425413098186,674.7454727999866,674.7818573100027,674.7847163998522,675.7710710099433,a,1,0.9705656999722123,970.5656999722123,674.7847163998522,675.7710710099433,675.7800165999215,676.7952340099961,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,676.7982602999546,677.0952561098617,677.305640499806,677.4682484098245,677.4729979999829,677.5143178099767,677.5191026998218,678.0499673098326,s,1,0.5160580000374466,516.0580000374466,677.5191026998218,678.0499673098326,678.0602975999936,679.9953910099808,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,680.000868299976,680.2952826099005,680.3163358999882,680.4468863100279,680.4499692998361,680.4881728099659,680.4913385999389,681.0830833098386,d,1,0.5838705999776721,583.8705999776721,680.4913385999389,681.0830833098386,681.09240149986,682.4537516100332,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3.0,m,013_y_m_s_a.jpg,sad,a,17,2,682.4594319998287,682.7537638099399,682.7758481998462,682.9136739099864,682.9171607999597,682.9561986100395,682.9596559999045,683.8504689099733,a,1,0.8835404999554157,883.5404999554157,682.9596559999045,683.8504689099733,683.861390599981,685.0453173098155,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,685.0482331998646,685.3452518099454,685.3653765998315,685.3806732100435,685.3813898998778,685.4158775100019,685.416844899999,686.3295707098674,a,1,0.8984910000581294,898.4910000581294,685.416844899999,686.3295707098674,686.3384894998744,688.1704778099898,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,688.1749674999155,688.470498609962,688.6868992999662,688.8471889099106,688.8520080000162,688.8923784099985,688.8974811998196,690.0117782099638,a,1,1.1056070001795888,1105.6070001795888,688.8974811998196,690.0117782099638,690.0192096999381,691.5372921099421,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.0,f,019_m_f_n_a.jpg,neutral,s,2,2,691.54275399982,691.8371597099118,692.0800399999134,692.096493609855,692.09683389985,692.1364434099756,692.1413707998581,693.083014809899,s,1,0.9337245998904109,933.7245998904109,692.1413707998581,693.083014809899,693.0914216998499,694.5871149100363,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,694.5901722998824,694.8872219099663,694.9099552999251,695.0472447098233,695.0500121000223,695.0884875100106,695.0915118998382,696.8119036100339,None,0,,,695.0915118998382,696.8119036100339,696.8195201000199,698.729096610006,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,698.7345057998318,699.0290989099536,699.0530627998523,699.0680962099228,699.0688821999356,699.1050220098347,699.1063855998218,700.7231544099283,s,0,1.6090522001031786,1609.0522001031786,699.1063855998218,700.7231544099283,700.7325775998179,702.0540768100415,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,4.0,m,016_y_m_n_a.jpg,neutral,s,2,2,702.059444299899,702.3540907098446,702.5923452000134,702.6088256099262,702.6093668998219,702.646920510009,702.6483507999219,703.5207666099537,s,1,0.8587976000271738,858.7976000271738,702.6483507999219,703.5207666099537,703.5289260998834,704.9875078100246,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
