trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5.0,m,027_o_m_s_a.jpg,sad,a,1,3,1106.8986139000626,1107.1971893199952,1107.201794099994,1107.2100934199989,1107.2086391000776,1107.2472282201052,1107.2472945000045,1108.7472192200366,None,0,1107.2472945000045,1108.7472192200366,1108.747097900021,1109.9140451200074,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,1109.9155800000299,1110.213983720052,1110.2244667999912,1110.3639343200484,1110.3640699000098,1110.4057109201094,1110.4139897000277,1111.3554844200844,a,1,1110.4139897000277,1111.3554844200844,1111.355961500085,1112.3643222200917,0.9294446000130847,929.4446000130847,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,10.0,f,028_y_f_n_a.jpg,neutral,s,1,3,1112.3666291000554,1112.6641998200212,1113.271783500095,1113.2800828200998,1113.277194000082,1113.3138446200173,1113.3138793000253,1114.0639419200597,d,0,1113.3138793000253,1114.0639419200597,1114.064660300035,1115.1640563200926,0.7418033999856561,741.8033999856561,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,11.0,f,030_o_f_s_a.jpg,sad,a,17,3,1115.1638522000285,1115.4643077200744,1115.603042700095,1115.739043120062,1115.7388871000148,1115.780756919994,1115.7804181000683,1116.2553717200644,a,1,1115.7804181000683,1116.2553717200644,1116.2565992000746,1117.9641007200116,0.4669566999655217,466.9566999655217,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,1117.9643296001013,1118.2640048200265,1118.307369700051,1118.4472754200688,1118.4473355000373,1118.4890599200735,1118.4898365000263,1118.855731620104,d,1,1118.4898365000263,1118.855731620104,1118.8583866000408,1120.172460520058,0.35759419994428754,357.59419994428754,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,5.0,m,027_o_m_n_a.jpg,neutral,s,17,3,1120.172589300084,1120.4724576200824,1121.0809795000823,1121.2143909200095,1121.214781900053,1121.2557033200283,1121.2640532000223,1121.8223487200448,s,1,1121.2640532000223,1121.8223487200448,1121.823183700093,1123.8223992200801,0.5436329001095146,543.6329001095146,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1123.823021600023,1124.1223423200427,1124.167720700032,1124.176020020037,1124.1745539000258,1124.2138406200102,1124.2138662000652,1125.7138445200399,None,0,1124.2138662000652,1125.7138445200399,1125.713732900098,1127.5640874200035,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,8.0,f,019_m_f_n_a.jpg,neutral,s,17,3,1127.564103800105,1127.8640173200984,1128.4974629000062,1128.6310936200898,1128.6327239000238,1128.6726179200923,1128.6753314000089,1129.8472724200692,s,1,1128.6753314000089,1129.8472724200692,1129.8489740000805,1131.0973266200162,1.164180999970995,1164.180999970995,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,1131.0973725999938,1131.3974022200564,1131.56738760008,1131.705797720002,1131.7057531001046,1131.7473110200372,1131.7480821000645,1132.0970145200845,a,1,1131.7480821000645,1132.0970145200845,1132.1055281000445,1133.2223495200742,0.3395485000219196,339.5485000219196,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,1133.2222722000442,1133.5219474200858,1133.6940988000715,1133.7023981200764,1133.6993731000694,1133.7388299200684,1133.7387037000153,1134.9220373200951,s,1,1133.7387037000153,1134.9220373200951,1134.9227806000272,1136.0973421200179,1.1729197000386193,1172.9197000386193,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,12.0,f,040_y_f_s_a.jpg,sad,a,1,3,1136.0971308000153,1136.3972747200169,1136.4449273000937,1136.4532266200986,1136.4506024000002,1136.4888410200365,1136.488861800055,1137.9889066200703,None,0,1136.488861800055,1137.9889066200703,1137.9889297999907,1139.4057110199938,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,1139.4141257000156,1139.7057280200534,1140.3237794000888,1140.3320787200937,1140.3305548999924,1140.3721483200788,1140.3722717000637,1141.8722065200564,None,0,1140.3722717000637,1141.8722065200564,1141.8720946999965,1143.6224600200076,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1.0,m,004_o_m_h_a.jpg,happy,d,1,3,1143.6307132000802,1143.922298920108,1144.0536310001044,1144.0619303201092,1144.0587004000554,1144.0969942200463,1144.0970882000402,1145.105306220008,s,0,1144.0970882000402,1145.105306220008,1145.1056430001045,1147.022226519999,0.9985331000061706,998.5331000061706,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,1147.0224186000414,1147.3224010200938,1147.3700129000936,1147.5056954200845,1147.505719800014,1147.547253619996,1147.5472487000516,1148.0220560200978,d,1,1147.5472487000516,1148.0220560200978,1148.0231752000982,1149.255771920085,0.4602673000190407,460.2673000190407,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,1149.2572379000485,1149.5553334200522,1149.5785980999935,1149.7140683199978,1149.7144387000008,1149.7558553200215,1149.757150700083,1150.1637014200678,a,1,1149.757150700083,1150.1637014200678,1150.1652696999954,1152.1554298200645,0.394109099986963,394.109099986963,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,1152.1556772000622,1152.4558813200565,1153.0691256000428,1153.0774249200476,1153.0743334,1153.1136903200531,1153.1138314000564,1153.9887522200588,s,1,1153.1138314000564,1153.9887522200588,1153.9901243000058,1155.1056000200333,0.861595300026238,861.595300026238,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,10.0,f,028_y_f_s_a.jpg,sad,a,1,3,1155.105631000013,1155.4055413200986,1155.4503011000343,1155.4586004200391,1155.4567212000256,1155.4971200200962,1155.4971112000057,1156.5805170200765,d,0,1155.4971112000057,1156.5805170200765,1156.5816629000474,1158.4971617200645,1.070280700107105,1070.280700107105,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,1158.4973299000412,1158.7973431200953,1158.806637700065,1158.9476983200293,1158.9491143000778,1158.989351920085,1158.9919821000658,1159.4886430200422,a,1,1158.9919821000658,1159.4886430200422,1159.48966010008,1161.0142307200003,0.48763119999784976,487.63119999784976,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,1161.0160537000047,1161.3139005200937,1161.3204880000558,1161.3287873200607,1161.327306100051,1161.3639026200399,1161.3639110000804,1162.0055142201018,s,0,1161.3639110000804,1162.0055142201018,1162.0064743000548,1163.688967020018,0.6276023999089375,627.6023999089375,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,1163.6897054000292,1163.9887999200728,1164.570766500081,1164.5790658200858,1164.5761381000048,1164.613557820092,1164.6135789999971,1165.6638076200616,s,1,1164.6135789999971,1165.6638076200616,1165.665029900032,1167.2804629200837,1.0417975999880582,1041.7975999880582,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,8.0,f,019_m_f_h_a.jpg,happy,d,1,3,1167.2804156000493,1167.5806510200491,1167.6241033000406,1167.6324026200455,1167.6304571999935,1167.6721177200088,1167.6722202000674,1168.463880120078,s,0,1167.6722202000674,1168.463880120078,1168.464233100065,1170.355710020056,0.7833820999367163,783.3820999367163,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.509514400037,1180.5055131200934,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
