Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.started,key_resp_Rating.stopped,key_resp_Rating.rt,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,participant,date,expName,psychopyVersion,frameRate,
,f,030_o_f_s_a.jpg,sad,7,27,m,027_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,1,238,block2_Pilot_2,30,s_h,s_h_strong,,,,,0,1,1,1,0,13,13,13,,,,,,,,,1095.5666253000963,None,1097.6347958999686,1097.9260756000876,1097.9260756000876,1097.933717300184,1097.933717300184,1097.9746501001064,1097.9746501001064,None,9,1,0.7907203999347985,1097.9746501001064,None,1099.4753580000252,None,['7'],1099.4753580000252,None,[0.24210480018518865],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_h_a.jpg,happy,9,30,f,030_o_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,1,238,block2_Pilot_2,33,h_s,h_s_weak,,,,,0,1,1,1,0,14,14,14,,,,,,,,,1102.4750973000191,None,1104.4663178999908,1104.759128500009,1104.759128500009,1104.7672637000214,1104.7672637000214,1104.8082397000398,1104.8082397000398,None,None,0,,1104.8082397000398,None,1106.3083411001135,None,"['8', '9']",1106.3083411001135,None,"[0.040993900038301945, 0.7130138000939041]",,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_s_a.jpg,sad,7,28,f,028_y_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,3,198,block2_Pilot_2,30,s_n,s_n_weak,,,,,0,1,1,1,0,15,15,15,,,,,,,,,1109.309309200151,None,1110.98940890003,1111.2847749001812,1111.2847749001812,1111.3091690000147,1111.3091690000147,1111.3499127000105,1111.3499127000105,None,7,0,0.6715833998750895,1111.3499127000105,None,1112.8506565000862,None,['7'],1112.8506565000862,None,[0.22653060010634363],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_s_a.jpg,sad,7,33,m,033_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,3,175,block2_Pilot_2,30,s_h,s_h_weak,,,,,0,1,1,1,0,16,16,16,,,,,,,,,1115.8513196001295,None,1117.3287152000703,1117.6182168000378,1117.6182168000378,1117.6424665001687,1117.6424665001687,1117.6834408000577,1117.6834408000577,None,7,0,0.67396209994331,1117.6834408000577,None,1119.1836495001335,None,['7'],1119.1836495001335,None,[0.2696189000271261],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_h_a.jpg,happy,9,30,f,030_o_f_h_a.jpg,happy,congruent,9,match,,120,150,,2,194,block2_Pilot_2,21,h_h,h_h_strong,,,,,0,1,1,1,0,17,17,17,,,,,,,,,1122.1835568000097,None,1123.819235800067,1124.1100527001545,1124.1100527001545,1124.126114499988,1124.126114499988,1124.166922400007,1124.166922400007,None,9,1,0.5423230000305921,1124.166922400007,None,1125.6673465000931,None,['7'],1125.6673465000931,None,[0.2579425999429077],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_n_a.jpg,neutral,8,16,m,016_y_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,18,163,block2_Pilot_2,19,n_s,n_s_weak,,,,,0,1,1,1,0,18,18,18,,,,,,,,,1128.6669650000986,None,1130.0448059001938,1130.335067700129,1130.335067700129,1130.4846150001977,1130.4846150001977,1130.5253769999836,1130.5253769999836,None,8,0,1.248045900138095,1130.5253769999836,None,1132.0253163001034,None,['7'],1132.0253163001034,None,[0.8201532000675797],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_n_a.jpg,neutral,8,13,m,013_y_m_n_a.jpg,neutral,congruent,8,match,,140,170,,2,217,block2_Pilot_2,33,n_n,n_n_strong,,,,,0,1,1,1,0,19,19,19,,,,,,,,,1135.0263294000179,None,1136.8619125999976,1137.152014600113,1137.152014600113,1137.1679979001638,1137.1679979001638,1137.208765800111,1137.208765800111,None,8,1,0.6847586000803858,1137.208765800111,None,1138.708983400138,None,['7'],1138.708983400138,None,[0.24038109998218715],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_h_a.jpg,happy,9,13,m,013_y_m_n_a.jpg,neutral,incongruent,8,match,,120,170,,2,227,block2_Pilot_2,33,h_n,h_n_weak,,,,,0,1,1,1,0,20,20,20,,,,,,,,,1141.7097951001488,None,1143.609798999969,1143.90154550015,1143.90154550015,1143.9180253001396,1143.9180253001396,1143.9589873000514,1143.9589873000514,None,9,0,0.8541902001015842,1143.9589873000514,None,1145.4589564001653,None,['7'],1145.4589564001653,None,[0.48248869995586574],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_s_a.jpg,sad,7,16,m,016_y_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,1,238,block2_Pilot_2,12,s_n,s_n_weak,,,,,0,1,1,1,0,21,21,21,,,,,,,,,1148.4591686001513,None,1150.446629700018,1150.7434308000375,1150.7434308000375,1150.7516289001796,1150.7516289001796,1150.7925105001777,1150.7925105001777,None,None,0,,1150.7925105001777,None,1152.2924618001562,None,['9'],1152.2924618001562,None,[0.22499980009160936],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_n_a.jpg,neutral,8,21,f,021_o_f_h_a.jpg,happy,incongruent,9,match,,140,150,,18,202,block2_Pilot_2,28,n_h,n_h_strong,,,,,0,1,1,1,0,22,22,22,,,,,,,,,1155.2926715000067,None,1157.00845329999,1157.3022277001292,1157.3022277001292,1157.4517657000106,1157.4517657000106,1157.4926663001534,1157.4926663001534,None,8,0,0.4647550000809133,1157.4926663001534,None,1158.9925888001453,None,['7'],1158.9925888001453,None,[0.38076700014062226],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_s_a.jpg,sad,7,30,f,030_o_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,2,127,block2_Pilot_2,28,s_n,s_n_weak,,,,,0,1,1,1,0,23,23,23,,,,,,,,,1161.9928272999823,None,1163.062333200127,1163.352063700091,1163.352063700091,1163.3686000001617,1163.3686000001617,1163.4094255000819,1163.4094255000819,None,7,0,1.1080259999725968,1163.4094255000819,None,1164.909595400095,None,['7'],1164.909595400095,None,[0.23179430002346635],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_n_a.jpg,neutral,8,40,f,040_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block2_Pilot_2,4,n_n,n_n_weak,,,,,0,1,1,1,0,24,24,24,,,,,,,,,1167.9100929000415,None,1169.9307511001825,1170.2192185001913,1170.2192185001913,1170.2271454001311,1170.2271454001311,1170.267759700073,1170.267759700073,None,None,0,,1170.267759700073,None,1171.7679444001988,None,['9'],1171.7679444001988,None,[0.2534957998432219],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_n_a.jpg,neutral,8,16,m,016_y_m_h_a.jpg,happy,incongruent,9,match,,140,150,,18,239,block2_Pilot_2,16,n_h,n_h_weak,,,,,0,1,1,1,0,25,25,25,,,,,,,,,1174.7687390001956,None,1176.778804600006,1177.0692841999698,1177.0692841999698,1177.218787100166,1177.218787100166,1177.2597761000507,1177.2597761000507,None,8,0,0.5213621999137104,1177.2597761000507,None,1178.759720500093,None,['7'],1178.759720500093,None,[0.23743989993818104],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_n_a.jpg,neutral,8,33,m,033_o_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,3,134,block2_Pilot_2,12,n_n,n_n_weak,,,,,0,1,1,1,0,26,26,26,,,,,,,,,1181.7605958001222,None,1182.895615100162,1183.1861324000638,1183.1861324000638,1183.210795900086,1183.210795900086,1183.2514747001696,1183.2514747001696,None,8,1,0.7697220998816192,1183.2514747001696,None,1184.7516284000594,None,['7'],1184.7516284000594,None,[0.3736922999378294],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_h_a.jpg,happy,9,27,m,027_o_m_s_a.jpg,sad,incongruent,7,match,,120,160,,2,194,block2_Pilot_2,13,h_s,h_s_strong,,,,,0,1,1,1,0,27,27,27,,,,,,,,,1187.752136599971,None,1189.3868586001918,1189.6779720000923,1189.6779720000923,1189.6940858999733,1189.6940858999733,1189.734944100026,1189.734944100026,None,9,0,0.5502828999888152,1189.734944100026,None,1191.235048700124,None,['7'],1191.235048700124,None,[0.23439030000008643],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_n_a.jpg,neutral,8,28,f,028_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block2_Pilot_2,13,n_n,n_n_weak,,,,,0,1,1,1,0,28,28,28,,,,,,,,,1194.2358360001817,None,1196.2376533001661,1196.5279855001718,1196.5279855001718,1196.5360809999984,1196.5360809999984,1196.5766354000662,1196.5766354000662,None,None,0,,1196.5766354000662,None,1198.0767849001568,None,['9'],1198.0767849001568,None,[0.74467259994708],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_s_a.jpg,sad,7,33,m,033_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,3,168,block2_Pilot_2,30,s_h,s_h_weak,,,,,0,1,1,1,0,29,29,29,,,,,,,,,1201.0775276001077,None,1202.4966308001895,1202.7868161001243,1202.7868161001243,1202.8111364999786,1202.8111364999786,1202.851811800152,1202.851811800152,None,7,0,0.641556000104174,1202.851811800152,None,1204.351957200095,None,['7'],1204.351957200095,None,[0.24541720002889633],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_n_a.jpg,neutral,8,12,f,012_o_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,18,208,block2_Pilot_2,8,n_n,n_n_weak,,,,,0,1,1,1,0,30,30,30,,,,,,,,,1207.3527558001224,None,1209.1045004001353,1209.3950567999855,1209.3950567999855,1209.5444948000368,1209.5444948000368,1209.585356200114,1209.585356200114,None,8,1,0.5320152000058442,1209.585356200114,None,1211.0855155000463,None,['7'],1211.0855155000463,None,[0.3277778001502156],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_s_a.jpg,sad,7,4,m,004_o_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,2,231,block2_Pilot_2,8,s_n,s_n_weak,,,,,0,1,1,1,0,31,31,31,,,,,,,,,1214.0855382001027,None,1216.0290020999964,1216.3202051999979,1216.3202051999979,1216.3363556000404,1216.3363556000404,1216.3773188001942,1216.3773188001942,None,7,0,0.6919615999795496,1216.3773188001942,None,1217.8770988001488,None,['7'],1217.8770988001488,None,[0.48019249993376434],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_n_a.jpg,neutral,8,28,f,028_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,2,218,block2_Pilot_2,16,n_n,n_n_weak,,,,,0,1,1,1,0,32,32,32,,,,,,,,,1220.8771788000595,None,1222.7125183001626,1223.003640800016,1223.003640800016,1223.0196251000743,1223.0196251000743,1223.0606184999924,1223.0606184999924,None,8,1,1.0247597000561655,1223.0606184999924,None,1224.5607513000723,None,['7'],1224.5607513000723,None,[0.3646215000189841],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_n_a.jpg,neutral,8,33,m,033_o_m_s_a.jpg,sad,incongruent,7,match,,140,160,,3,141,block2_Pilot_2,33,n_s,n_s_weak,,,,,0,1,1,1,0,33,33,33,,,,,,,,,1227.5610101001803,None,1228.755226700101,1229.0453882000875,1229.0453882000875,1229.0699658000376,1229.0699658000376,1229.1106080000754,1229.1106080000754,None,8,0,0.6386555000208318,1229.1106080000754,None,1230.6107697000261,None,['7'],1230.6107697000261,None,[0.23460139986127615],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_n_a.jpg,neutral,8,13,m,013_y_m_s_a.jpg,sad,incongruent,7,match,,140,160,,1,238,block2_Pilot_2,16,n_s,n_s_weak,,,,,0,1,1,1,0,34,34,34,,,,,,,,,1233.6109629001003,None,1235.614298200002,1235.9038925999776,1235.9038925999776,1235.9117068999913,1235.9117068999913,1235.9525225001853,1235.9525225001853,None,None,0,,1235.9525225001853,None,1237.453035700135,None,['9'],1237.453035700135,None,[0.20839400007389486],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_h_a.jpg,happy,9,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,3,190,block2_Pilot_2,30,h_n,h_n_weak,,,,,0,1,1,1,0,35,35,35,,,,,,,,,1240.4534291001037,None,1242.0554045999888,1242.345726000145,1242.345726000145,1242.3702354000416,1242.3702354000416,1242.4109920000192,1242.4109920000192,None,9,0,0.61031059990637,1242.4109920000192,None,1243.9108867000323,None,['7'],1243.9108867000323,None,[0.5024773001205176],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_s_a.jpg,sad,7,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,3,197,block2_Pilot_2,30,s_n,s_n_strong,,,,,0,1,1,1,0,36,36,36,,,,,,,,,1246.9120308000129,None,1248.5717970000114,1248.862514700042,1248.862514700042,1248.886801799992,1248.886801799992,1248.9279461000115,1248.9279461000115,None,9,0,0.6053701001219451,1248.9279461000115,None,1250.4279167000204,None,['7'],1250.4279167000204,None,[0.22532109986059368],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,8,m,008_y_m_h_a.jpg,happy,incongruent,9,match,,130,150,,3,201,block2_Pilot_2,4,s_h,s_h_strong,,,,,0,1,1,1,0,37,37,37,,,,,,,,,1253.4289308001753,None,1255.1114672000986,1255.4039608000312,1255.4039608000312,1255.4288077000529,1255.4288077000529,1255.4695056001656,1255.4695056001656,None,7,0,0.7758434000425041,1255.4695056001656,None,1256.9703026001807,None,['7'],1256.9703026001807,None,[0.20297460001893342],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_n_a.jpg,neutral,8,16,m,016_y_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,3,198,block2_Pilot_2,40,n_n,n_n_strong,,,,,0,1,1,1,0,38,38,38,,,,,,,,,1259.9703732000198,None,1261.6501584001817,1261.9461593001615,1261.9461593001615,1261.9706125000957,1261.9706125000957,1262.0114116000477,1262.0114116000477,None,8,1,0.7299651999492198,1262.0114116000477,None,1263.511526199989,None,['7'],1263.511526199989,None,[0.22976969997398555],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_n_a.jpg,neutral,8,16,m,016_y_m_s_a.jpg,sad,incongruent,7,match,,140,160,,1,238,block2_Pilot_2,27,n_s,n_s_strong,,,,,0,1,1,1,0,39,39,39,,,,,,,,,1266.5118629999924,None,1268.515086099971,1268.8048684999812,1268.8048684999812,1268.8123702001758,1268.8123702001758,1268.8531864001416,1268.8531864001416,None,8,0,1.0721942000091076,1268.8531864001416,None,1270.3532775000203,None,['7'],1270.3532775000203,None,[0.4361612000502646],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_n_a.jpg,neutral,8,40,f,040_y_f_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,2,137,block2_Pilot_2,33,n_h,n_h_strong,,,,,0,1,1,1,0,40,40,40,,,,,,,,,1273.3539265000727,None,1274.514605200151,1274.8047321999911,1274.8047321999911,1274.820772800129,1274.820772800129,1274.861801699968,1274.861801699968,None,8,0,0.6395522998645902,1274.861801699968,None,1276.3615923000034,None,['8'],1276.3615923000034,None,[0.23572380002588034],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,8,m,008_y_m_h_a.jpg,happy,incongruent,9,match,,130,150,,18,193,block2_Pilot_2,4,s_h,s_h_strong,,,,,0,1,1,1,0,41,41,41,,,,,,,,,1279.3616367001086,None,1280.9783634000923,1281.2711050000507,1281.2711050000507,1281.4212049001362,1281.4212049001362,1281.4618320001755,1281.4618320001755,None,7,0,0.6475160999689251,1281.4618320001755,None,1282.9622405001428,None,['7'],1282.9622405001428,None,[0.3630049000494182],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_h_a.jpg,happy,9,4,m,004_o_m_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,3,198,block2_Pilot_2,12,h_s,h_s_weak,,,,,0,1,1,1,0,42,42,42,,,,,,,,,1285.9618941000663,None,1287.6206070000771,1287.912951500155,1287.912951500155,1287.9378117001615,1287.9378117001615,1287.9787314001005,1287.9787314001005,None,9,0,0.5226657001767308,1287.9787314001005,None,1289.4783141000662,None,['7'],1289.4783141000662,None,[0.5029033999890089],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_n_a.jpg,neutral,8,8,m,008_y_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,1,238,block2_Pilot_2,12,n_s,n_s_strong,,,,,0,1,1,1,0,43,43,43,,,,,,,,,1292.479614800075,None,1294.4889346000273,1294.7802124000154,1294.7802124000154,1294.7879653000273,1294.7879653000273,1294.82884750003,1294.82884750003,None,None,0,,1294.82884750003,None,1296.328726200154,None,['9'],1296.328726200154,None,[0.3565932000055909],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_n_a.jpg,neutral,8,8,m,008_y_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,3,165,block2_Pilot_2,40,n_n,n_n_weak,,,,,0,1,1,1,0,44,44,44,,,,,,,,,1299.3298267000355,None,1300.7222148000728,1301.0136037999764,1301.0136037999764,1301.038017500192,1301.038017500192,1301.0788934000302,1301.0788934000302,None,8,1,0.6224061001557857,1301.0788934000302,None,1302.579862400191,None,['7'],1302.579862400191,None,[0.009466300019994378],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_h_a.jpg,happy,9,33,m,033_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,1,238,block2_Pilot_2,28,h_n,h_n_strong,,,,,0,1,1,1,0,45,45,45,,,,,,,,,1305.5797851001844,None,1307.573046799982,1307.8633360001259,1307.8633360001259,1307.8714613001794,1307.8714613001794,1307.912488500122,1307.912488500122,None,8,1,1.2770227999426425,1307.912488500122,None,1309.4122417999897,None,['8'],1309.4122417999897,None,[0.6089168998878449],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_s_a.jpg,sad,7,19,f,019_m_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,2,236,block2_Pilot_2,27,s_n,s_n_weak,,,,,0,1,1,1,0,46,46,46,,,,,,,,,1312.4125059000216,None,1314.3869282000232,1314.6801790001336,1314.6801790001336,1314.696690800134,1314.696690800134,1314.7375064000953,1314.7375064000953,None,8,1,0.8116065999493003,1314.7375064000953,None,1316.2375888000242,None,['7'],1316.2375888000242,None,[0.3998424999881536],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_h_a.jpg,happy,9,19,f,019_m_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,1,238,block2_Pilot_2,27,h_s,h_s_strong,,,,,0,1,1,1,0,47,47,47,,,,,,,,,1319.2377701001242,None,1321.2764385000337,1321.5724634001963,1321.5724634001963,1321.58021130017,1321.58021130017,1321.6209744000807,1321.6209744000807,None,None,0,,1321.6209744000807,None,1323.1210148001555,None,['9'],1323.1210148001555,None,[0.2523346000816673],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,4,m,004_o_m_s_a.jpg,sad,incongruent,7,match,,120,160,,3,227,block2_Pilot_2,16,h_s,h_s_strong,,,,,0,1,1,1,0,48,48,48,,,,,,,,,1326.1211161999963,None,1328.0206051999703,1328.313713400159,1328.313713400159,1328.338588300161,1328.338588300161,1328.3794142000843,1328.3794142000843,None,9,0,0.5379920999985188,1328.3794142000843,None,1329.8793707001023,None,['7'],1329.8793707001023,None,[0.34992050006985664],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_h_a.jpg,happy,9,13,m,013_y_m_h_a.jpg,happy,congruent,9,mismatch,,120,150,,3,165,block2_Pilot_2,40,h_h,h_h_strong,,,,,0,1,1,1,0,49,49,49,,,,,,,,,1332.8803448001854,None,1334.262842600001,1334.5556465000845,1334.5556465000845,1334.5804062001407,1334.5804062001407,1334.6212141001597,1334.6212141001597,None,9,1,0.552234600065276,1334.6212141001597,None,1336.1218926999718,None,['7'],1336.1218926999718,None,[0.42753019998781383],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_s_a.jpg,sad,7,28,f,028_y_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,2,227,block2_Pilot_2,33,s_n,s_n_weak,,,,,0,1,1,1,0,50,50,50,,,,,,,,,1339.1213679001667,None,1341.0218854001723,1341.3141162001994,1341.3141162001994,1341.3305184000637,1341.3305184000637,1341.3714062999934,1341.3714062999934,None,9,0,0.7537237000651658,1341.3714062999934,None,1342.8714811999816,None,['7'],1342.8714811999816,None,[0.285827900050208],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_s_a.jpg,sad,7,27,m,027_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,1,238,block2_Pilot_2,19,s_h,s_h_weak,,,,,0,1,1,1,0,51,51,51,,,,,,,,,1345.8714331001975,None,1347.875891200034,1348.1646245000884,1348.1646245000884,1348.1723214001395,1348.1723214001395,1348.213149300078,1348.213149300078,None,9,1,0.8482385999523103,1348.213149300078,None,1349.7133049000986,None,['7'],1349.7133049000986,None,[0.2520492998883128],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,19,f,019_m_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,18,238,block2_Pilot_2,16,h_n,h_n_strong,,,,,0,1,1,1,0,52,52,52,,,,,,,,,1352.7141706000548,None,1354.704628400039,1354.997645500116,1354.997645500116,1355.1476184001658,1355.1476184001658,1355.1882895000745,1355.1882895000745,None,9,0,0.329003700055182,1355.1882895000745,None,1356.6883312000427,None,['7'],1356.6883312000427,None,[0.293159999884665],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_s_a.jpg,sad,7,8,m,008_y_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,1,238,block2_Pilot_2,21,s_n,s_n_strong,,,,,0,1,1,1,0,53,53,53,,,,,,,,,1359.6888856000733,None,1361.6779049001634,1361.9727639001794,1361.9727639001794,1361.981056000106,1361.981056000106,1362.021849700017,1362.021849700017,None,None,0,,1362.021849700017,None,1363.5218827000353,None,['9'],1363.5218827000353,None,[0.34747679997235537],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_s_a.jpg,sad,7,33,m,033_o_m_s_a.jpg,sad,congruent,7,mismatch,,130,160,,2,148,block2_Pilot_2,12,s_s,s_s_weak,,,,,0,1,1,1,0,54,54,54,,,,,,,,,1366.5225937000941,None,1367.7588292001747,1368.0562625001185,1368.0562625001185,1368.0728455001954,1368.0728455001954,1368.1134375999682,1368.1134375999682,None,7,1,1.2198179999832064,1368.1134375999682,None,1369.6135970000178,None,['8'],1369.6135970000178,None,[0.719711699988693],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_s_a.jpg,sad,7,40,f,040_y_f_s_a.jpg,sad,congruent,7,match,,130,160,,3,136,block2_Pilot_2,30,s_s,s_s_strong,,,,,0,1,1,1,0,55,55,55,,,,,,,,,1372.6138669999782,None,1373.7674986000638,1374.0567934999708,1374.0567934999708,1374.0812160000205,1374.0812160000205,1374.1220087001566,1374.1220087001566,None,7,1,0.7713293000124395,1374.1220087001566,None,1375.6220208001323,None,['7'],1375.6220208001323,None,[0.23114580009132624],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
